# Frequency [GHz]	 	DipolX [Ohm/m]	  	DipolY [Ohm/m]	 	QuadX [Ohm/m]	 	QuadY [Ohm/m]
 (0.22700000000000+0.00000000000000j)	 (33237.97995978555264+39881.14075067020894j)	 (162305.72721179638756+194743.29088471835712j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.22800000000000+0.00000000000000j)	 (44826.59256032176927+24837.03887399457744j)	 (218894.53418230588431+121278.81367292196956j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.22900000000000+0.00000000000000j)	 (56415.20516085797863+9792.93699731894594j)	 (275483.34115281538107+47814.33646112564020j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23000000000000+0.00000000000000j)	 (68003.81776139418071-5251.16487935667101j)	 (332072.14812332484871-25650.14075067074737j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23100000000000+0.00000000000000j)	 (79592.43036193039734-20295.26675603230251j)	 (388660.95509383431636-99114.61796246713493j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23200000000000+0.00000000000000j)	 (91181.04296246661397-35339.36863270793401j)	 (445249.76206434378400-172579.09517426346429j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23300000000000+0.00000000000000j)	 (102769.65556300283060-50383.47050938356551j)	 (501838.56903485325165-246043.57238605979364j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23400000000000+0.00000000000000j)	 (114358.26816353903268-65427.57238605918246j)	 (558427.37600536271930-319508.04959785623942j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23500000000000+0.00000000000000j)	 (125946.88076407526387-80471.67426273482852j)	 (615016.18297587230336-392972.52680965256877j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23600000000000+0.00000000000000j)	 (137535.49336461146595-95515.77613941044547j)	 (671604.98994638177101-466437.00402144889813j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23700000000000+0.00000000000000j)	 (149124.10596514766803-110559.87801608609152j)	 (728193.79691689123865-539901.48123324534390j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23800000000000+0.00000000000000j)	 (160712.71856568389921-125603.97989276170847j)	 (784782.60388740070630-613365.95844504167326j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.23900000000000+0.00000000000000j)	 (163420.87927565371501-131893.39771965111140j)	 (798006.90945673943497-644078.64520456001628j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24000000000000+0.00000000000000j)	 (153349.85311871205340-125584.61167001997819j)	 (748828.63983903313056-613270.46277665928937j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24100000000000+0.00000000000000j)	 (143278.82696177039179-119275.82562038885953j)	 (699650.37022132682614-582462.28034875856247j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24200000000000+0.00000000000000j)	 (133207.80080482902122-112967.03957075791550j)	 (650472.10060362191871-551654.09792085865047j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24300000000000+0.00000000000000j)	 (123136.77464788735961-106658.25352112678229j)	 (601293.83098591573071-520845.91549295786535j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24400000000000+0.00000000000000j)	 (113065.74849094571255-100349.46747149566363j)	 (552115.56136820954271-490037.73306505708024j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24500000000000+0.00000000000000j)	 (102994.72233400405094-94040.68142186454497j)	 (502937.29175050318008-459229.55063715635333j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24600000000000+0.00000000000000j)	 (92923.69617706240388-87731.89537223341176j)	 (453759.02213279693387-428421.36820925562643j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24700000000000+0.00000000000000j)	 (82852.67002012074227-81423.10932260229310j)	 (404580.75251509068767-397613.18578135484131j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24800000000000+0.00000000000000j)	 (72781.64386317908065-75114.32327297117445j)	 (355402.48289738444146-366805.00335345411440j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.24900000000000+0.00000000000000j)	 (62710.61770623743359-68805.53722334004124j)	 (306224.21327967813704-335996.82092555332929j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25000000000000+0.00000000000000j)	 (52639.59154929577198-62496.75117370892258j)	 (257045.94366197194904-305188.63849765260238j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25100000000000+0.00000000000000j)	 (42568.56539235412492-56187.96512407780392j)	 (207867.67404426564462-274380.45606975181727j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25200000000000+0.00000000000000j)	 (32497.53923541246331-49879.17907444667071j)	 (158689.40442655934021-243572.27364185109036j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25300000000000+0.00000000000000j)	 (22426.51307847080170-43570.39302481555205j)	 (109511.13480885315221-212764.09121395030525j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25400000000000+0.00000000000000j)	 (17078.10932260227855-39702.41851106639660j)	 (83394.13279678068648-193875.39235412474955j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25500000000000+0.00000000000000j)	 (16452.32796780683930-38275.25553319918981j)	 (80338.39839034204488-186906.17706237421953j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25600000000000+0.00000000000000j)	 (15826.54661301139822-36848.09255533198302j)	 (77282.66398390340328-179936.96177062368952j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25700000000000+0.00000000000000j)	 (15200.76525821595715-35420.92957746477623j)	 (74226.92957746476168-172967.74647887318861j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25800000000000+0.00000000000000j)	 (14574.98390342051789-33993.76659959756944j)	 (71171.19517102613463-165998.53118712265859j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25900000000000+0.00000000000000j)	 (13949.20254862507682-32566.60362173036265j)	 (68115.46076458749303-159029.31589537215768j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26000000000000+0.00000000000000j)	 (13323.42119382963574-31139.44064386315586j)	 (65059.72635814885143-152060.10060362162767j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26100000000000+0.00000000000000j)	 (12697.63983903419467-29712.27766599594906j)	 (62003.99195171020983-145090.88531187112676j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26200000000000+0.00000000000000j)	 (12071.85848423875359-28285.11468812874591j)	 (58948.25754527157551-138121.67002012059675j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26300000000000+0.00000000000000j)	 (11446.07712944331433-26857.95171026153912j)	 (55892.52313883293391-131152.45472837006673j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26400000000000+0.00000000000000j)	 (10820.29577464787326-25430.78873239433233j)	 (52836.78873239429959-124183.23943661955127j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26500000000000+0.00000000000000j)	 (10194.51441985243218-24003.62575452712554j)	 (49781.05432595565799-117214.02414486903581j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26600000000000+0.00000000000000j)	 (9568.73306505699293-22576.46277665991875j)	 (46725.31991951702366-110244.80885311852035j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26700000000000+0.00000000000000j)	 (8942.95171026155185-21149.29979879271195j)	 (43669.58551307838206-103275.59356136800488j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26800000000000+0.00000000000000j)	 (8317.17035546611078-19722.13682092550516j)	 (40613.85110663974046-96306.37826961748942j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26900000000000+0.00000000000000j)	 (7965.20677397719101-18823.59959758549667j)	 (38895.17303822934628-91918.68008048280899j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27000000000000+0.00000000000000j)	 (7803.52334004023669-18292.41247484907581j)	 (38105.63581488931231-89324.91750503009825j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27100000000000+0.00000000000000j)	 (7641.83990610328146-17761.22535211265858j)	 (37316.09859154927108-86731.15492957738752j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27200000000000+0.00000000000000j)	 (7480.15647216632715-17230.03822937624136j)	 (36526.56136820922984-84137.39235412467679j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27300000000000+0.00000000000000j)	 (7318.47303822937192-16698.85110663982414j)	 (35737.02414486919588-81543.62977867195150j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27400000000000+0.00000000000000j)	 (7156.78960429241670-16167.66398390340692j)	 (34947.48692152915464-78949.86720321924076j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27500000000000+0.00000000000000j)	 (6995.10617035546238-15636.47686116698787j)	 (34157.94969818911341-76356.10462776653003j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27600000000000+0.00000000000000j)	 (6833.42273641850716-15105.28973843057065j)	 (33368.41247484907217-73762.34205231381929j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27700000000000+0.00000000000000j)	 (6671.73930248155193-14574.10261569415161j)	 (32578.87525150903821-71168.57947686110856j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27800000000000+0.00000000000000j)	 (6510.05586854459762-14042.91549295773439j)	 (31789.33802816899697-68574.81690140839783j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27900000000000+0.00000000000000j)	 (6348.37243460764239-13511.72837022131716j)	 (30999.80080482895573-65981.05432595568709j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28000000000000+0.00000000000000j)	 (6186.68900067068716-12980.54124748489994j)	 (30210.26358148892177-63387.29175050296908j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28100000000000+0.00000000000000j)	 (6025.00556673373285-12449.35412474848272j)	 (29420.72635814888054-60793.52917505025107j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28200000000000+0.00000000000000j)	 (5863.32213279677853-11918.16700201206368j)	 (28631.18913480883930-58199.76659959754033j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28300000000000+0.00000000000000j)	 (5701.63869885982240-11386.97987927564463j)	 (27841.65191146880170-55606.00402414482960j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28400000000000+0.00000000000000j)	 (5595.26284372903956-11040.85674044265215j)	 (27322.19919517101880-53915.80684104625834j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28500000000000+0.00000000000000j)	 (5514.91408450704057-10781.82253521126404j)	 (26929.84507042252881-52650.81690140842693j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28600000000000+0.00000000000000j)	 (5434.56532528504158-10522.78832997987411j)	 (26537.49094567403517-51385.82696177060279j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28700000000000+0.00000000000000j)	 (5354.21656606304259-10263.75412474848599j)	 (26145.13682092554518-50120.83702213277138j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28800000000000+0.00000000000000j)	 (5273.86780684104360-10004.71991951709606j)	 (25752.78269617705155-48855.84708249493997j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28900000000000+0.00000000000000j)	 (5193.51904761904552-9745.68571428570795j)	 (25360.42857142856155-47590.85714285710856j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29000000000000+0.00000000000000j)	 (5113.17028839704653-9486.65150905431801j)	 (24968.07444668006792-46325.86720321928442j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29100000000000+0.00000000000000j)	 (5032.82152917505209-9227.61730382294445j)	 (24575.72032193159976-45060.87726358151849j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29200000000000+0.00000000000000j)	 (4952.47276995305310-8968.58309859155634j)	 (24183.36619718310976-43795.88732394369435j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29300000000000+0.00000000000000j)	 (4872.12401073105411-8709.54889336016640j)	 (23791.01207243461613-42530.89738430586294j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29400000000000+0.00000000000000j)	 (4791.77525150905512-8450.51468812877829j)	 (23398.65794768612250-41265.90744466803153j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29500000000000+0.00000000000000j)	 (4711.42649228705704-8191.48048289738836j)	 (23006.30382293763250-40000.91750503020012j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29600000000000+0.00000000000000j)	 (4631.07773306505806-7932.44627766600024j)	 (22613.94969818914251-38735.92756539236871j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29700000000000+0.00000000000000j)	 (4550.72897384305907-7673.41207243461122j)	 (22221.59557344064888-37470.93762575453729j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29800000000000+0.00000000000000j)	 (4470.38021462106008-7414.37786720322219j)	 (21829.24144869215525-36205.94768611671316j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29900000000000+0.00000000000000j)	 (4409.87793427230008-7238.20000000000073j)	 (21533.82159624413180-35345.58215962442046j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30000000000000+0.00000000000000j)	 (4355.30382293762523-7086.77142857142917j)	 (21267.35613682092662-34606.07847082495573j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30100000000000+0.00000000000000j)	 (4300.72971160295037-6935.34285714285761j)	 (21000.89067739772145-33866.57478202549100j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30200000000000+0.00000000000000j)	 (4246.15560026827552-6783.91428571428605j)	 (20734.42521797451263-33127.07109322601900j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30300000000000+0.00000000000000j)	 (4191.58148893360158-6632.48571428571358j)	 (20467.95975855130746-32387.56740442655791j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30400000000000+0.00000000000000j)	 (4137.00737759892672-6481.05714285714203j)	 (20201.49429912809865-31648.06371562709319j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30500000000000+0.00000000000000j)	 (4082.43326626425142-6329.62857142857047j)	 (19935.02883970489347-30908.56002682762482j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30600000000000+0.00000000000000j)	 (4027.85915492957656-6178.19999999999891j)	 (19668.56338028168830-30169.05633802816010j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30700000000000+0.00000000000000j)	 (3973.28504359490171-6026.77142857142644j)	 (19402.09792085847948-29429.55264922869537j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30800000000000+0.00000000000000j)	 (3918.71093226022731-5875.34285714285488j)	 (19135.63246143527431-28690.04896042923065j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30900000000000+0.00000000000000j)	 (3864.13682092555246-5723.91428571428332j)	 (18869.16700201206913-27950.54527162976592j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31000000000000+0.00000000000000j)	 (3809.56270959087760-5572.48571428571086j)	 (18602.70154258886032-27211.04158283030119j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31100000000000+0.00000000000000j)	 (3754.98859825620275-5421.05714285713930j)	 (18336.23608316565515-26471.53789403083647j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31200000000000+0.00000000000000j)	 (3700.41448692152790-5269.62857142856774j)	 (18069.77062374244997-25732.03420523137174j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31300000000000+0.00000000000000j)	 (3645.84037558685304-5118.19999999999618j)	 (17803.30516431924116-24992.53051643190702j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31400000000000+0.00000000000000j)	 (3602.83098591549151-5012.33239436619442j)	 (17593.25016767269699-24475.61167002010916j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31500000000000+0.00000000000000j)	 (3561.70422535211173-4913.88169014084269j)	 (17392.37826961770043-23994.92756539234324j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31600000000000+0.00000000000000j)	 (3520.57746478873150-4815.43098591549096j)	 (17191.50637156270386-23514.24346076457732j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31700000000000+0.00000000000000j)	 (3479.45070422535127-4716.98028169013833j)	 (16990.63447350770730-23033.55935613681140j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31800000000000+0.00000000000000j)	 (3438.32394366197104-4618.52957746478660j)	 (16789.76257545271073-22552.87525150904548j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31900000000000+0.00000000000000j)	 (3397.19718309859081-4520.07887323943487j)	 (16588.89067739771417-22072.19114688127956j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32000000000000+0.00000000000000j)	 (3356.07042253521058-4421.62816901408223j)	 (16388.01877934272125-21591.50704225351365j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32100000000000+0.00000000000000j)	 (3314.94366197183035-4323.17746478873050j)	 (16187.14688128772286-21110.82293762574773j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32200000000000+0.00000000000000j)	 (3273.81690140845012-4224.72676056337878j)	 (15986.27498323272630-20630.13883299798181j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32300000000000+0.00000000000000j)	 (3232.69014084506989-4126.27605633802705j)	 (15785.40308517772974-20149.45472837021589j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32400000000000+0.00000000000000j)	 (3191.56338028168966-4027.82535211267486j)	 (15584.53118712273499-19668.77062374244997j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32500000000000+0.00000000000000j)	 (3150.43661971830943-3929.37464788732268j)	 (15383.65928906773843-19188.08651911468405j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32600000000000+0.00000000000000j)	 (3109.30985915492920-3830.92394366197095j)	 (15182.78739101274186-18707.40241448691813j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32700000000000+0.00000000000000j)	 (3068.18309859154897-3732.47323943661877j)	 (14981.91549295774530-18226.71830985915221j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32800000000000+0.00000000000000j)	 (3027.05633802816874-3634.02253521126659j)	 (14781.04359490274874-17746.03420523138630j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32900000000000+0.00000000000000j)	 (2993.75569705093812-3564.96863270777430j)	 (14618.43967828418135-17408.79289544235507j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33000000000000+0.00000000000000j)	 (2960.86695710455751-3497.46193029490541j)	 (14457.84986595174087-17079.10120643431219j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33100000000000+0.00000000000000j)	 (2927.97821715817645-3429.95522788203652j)	 (14297.26005361930038-16749.40951742626930j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33200000000000+0.00000000000000j)	 (2895.08947721179584-3362.44852546916809j)	 (14136.67024128686171-16419.71782841822642j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33300000000000+0.00000000000000j)	 (2862.20073726541523-3294.94182305629920j)	 (13976.08042895442122-16090.02613941018353j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33400000000000+0.00000000000000j)	 (2829.31199731903462-3227.43512064343031j)	 (13815.49061662198073-15760.33445040214065j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33500000000000+0.00000000000000j)	 (2796.42325737265355-3159.92841823056187j)	 (13654.90080428954207-15430.64276139409594j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33600000000000+0.00000000000000j)	 (2763.53451742627294-3092.42171581769298j)	 (13494.31099195710158-15100.95107238605306j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33700000000000+0.00000000000000j)	 (2730.64577747989233-3024.91501340482409j)	 (13333.72117962466109-14771.25938337800835j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33800000000000+0.00000000000000j)	 (2697.75703753351172-2957.40831099195566j)	 (13173.13136729222242-14441.56769436996547j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33900000000000+0.00000000000000j)	 (2664.86829758713066-2889.90160857908677j)	 (13012.54155495978193-14111.87600536192258j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34000000000000+0.00000000000000j)	 (2631.97955764075004-2822.39490616621788j)	 (12851.95174262734145-13782.18431635387969j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34100000000000+0.00000000000000j)	 (2599.09081769436943-2754.88820375334944j)	 (12691.36193029490096-13452.49262734583681j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34200000000000+0.00000000000000j)	 (2566.20207774798837-2687.38150134048055j)	 (12530.77211796246229-13122.80093833779210j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34300000000000+0.00000000000000j)	 (2533.46680080482838-2620.47706237424427j)	 (12370.93360160965312-12796.05191146880679j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34400000000000+0.00000000000000j)	 (2505.69349429912745-2573.04580818242630j)	 (12235.38698859825126-12564.44896042923392j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34500000000000+0.00000000000000j)	 (2477.92018779342652-2525.61455399060878j)	 (12099.84037558684940-12332.84600938966287j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34600000000000+0.00000000000000j)	 (2450.14688128772559-2478.18329979879127j)	 (11964.29376257544754-12101.24305835009181j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34700000000000+0.00000000000000j)	 (2422.37357478202466-2430.75204560697330j)	 (11828.74714956404569-11869.64010731052076j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34800000000000+0.00000000000000j)	 (2394.60026827632373-2383.32079141515578j)	 (11693.20053655264383-11638.03715627094971j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34900000000000+0.00000000000000j)	 (2366.82696177062280-2335.88953722333827j)	 (11557.65392354124197-11406.43420523137866j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35000000000000+0.00000000000000j)	 (2339.05365526492142-2288.45828303152030j)	 (11422.10731052984011-11174.83125419180578j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35100000000000+0.00000000000000j)	 (2311.28034875922049-2241.02702883970278j)	 (11286.56069751843825-10943.22830315223473j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35200000000000+0.00000000000000j)	 (2283.50704225351956-2193.59577464788526j)	 (11151.01408450703457-10711.62535211266368j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35300000000000+0.00000000000000j)	 (2255.73373574781863-2146.16452045606729j)	 (11015.46747149563271-10480.02240107309262j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35400000000000+0.00000000000000j)	 (2227.96042924211952-2098.73326626425205j)	 (10879.92085848423812-10248.41945003353430j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35500000000000+0.00000000000000j)	 (2200.18712273641813-2051.30201207243454j)	 (10744.37424547283626-10016.81649899396325j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35600000000000+0.00000000000000j)	 (2172.41381623071720-2003.87075788061702j)	 (10608.82763246143440-9785.21354795439220j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35700000000000+0.00000000000000j)	 (2144.64050972501627-1956.43950368879928j)	 (10473.28101945003255-9553.61059691481933j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35800000000000+0.00000000000000j)	 (2117.29617706237377-1910.74587525150878j)	 (10339.81327967806646-9330.49134808852978j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35900000000000+0.00000000000000j)	 (2093.09765258215930-1877.79483568075102j)	 (10221.59061032863792-9169.58591549295670j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
