# Frequency [GHz]	 	DipolX [Ohm/m]	  	DipolY [Ohm/m]	 	QuadX [Ohm/m]	 	QuadY [Ohm/m]
 (0.00078100000000+0.00000000000000j)	 (-92.91134656652362+15354.69568133047142j)	 (-453.70485515021460+74978.87976126610010j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078200000000+0.00000000000000j)	 (-93.03031115879828+15354.41872317596608j)	 (-454.28578326180258+74977.52749463520013j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078300000000+0.00000000000000j)	 (-93.14927575107296+15354.14176502145892j)	 (-454.86671137339056+74976.17522800428560j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078400000000+0.00000000000000j)	 (-93.26824034334766+15353.86480686695359j)	 (-455.44763948497854+74974.82296137338562j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078500000000+0.00000000000000j)	 (-93.38720493562234+15353.58784871244643j)	 (-456.02856759656652+74973.47069474248565j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078600000000+0.00000000000000j)	 (-93.50616952789700+15353.31089055793927j)	 (-456.60949570815450+74972.11842811158567j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078700000000+0.00000000000000j)	 (-93.62513412017168+15353.03393240343394j)	 (-457.19042381974248+74970.76616148068570j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078800000000+0.00000000000000j)	 (-93.74409871244636+15352.75697424892678j)	 (-457.77135193133046+74969.41389484978572j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00078900000000+0.00000000000000j)	 (-93.86306330472104+15352.48001609442144j)	 (-458.35228004291849+74968.06162821888574j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079000000000+0.00000000000000j)	 (-93.98202789699572+15352.20305793991429j)	 (-458.93320815450647+74966.70936158798577j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079100000000+0.00000000000000j)	 (-94.10099248927040+15351.92609978540713j)	 (-459.51413626609440+74965.35709495708579j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079200000000+0.00000000000000j)	 (-94.21995708154508+15351.64914163090179j)	 (-460.09506437768238+74964.00482832618582j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079300000000+0.00000000000000j)	 (-94.33892167381975+15351.37218347639464j)	 (-460.67599248927041+74962.65256169528584j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079400000000+0.00000000000000j)	 (-94.45788626609443+15351.09522532188930j)	 (-461.25692060085839+74961.30029506437131j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079500000000+0.00000000000000j)	 (-94.57685085836910+15350.81826716738215j)	 (-461.83784871244632+74959.94802843347134j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079600000000+0.00000000000000j)	 (-94.69581545064378+15350.54130901287499j)	 (-462.41877682403430+74958.59576180257136j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079700000000+0.00000000000000j)	 (-94.81478004291847+15350.26435085836965j)	 (-462.99970493562233+74957.24349517167138j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079800000000+0.00000000000000j)	 (-94.93374463519315+15349.98739270386250j)	 (-463.58063304721031+74955.89122854077141j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00079900000000+0.00000000000000j)	 (-95.05270922746783+15349.71043454935534j)	 (-464.16156115879829+74954.53896190987143j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080000000000+0.00000000000000j)	 (-95.17167381974249+15349.43347639485000j)	 (-464.74248927038627+74953.18669527897146j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080100000000+0.00000000000000j)	 (-95.29063841201717+15349.15651824034285j)	 (-465.32341738197425+74951.83442864807148j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080200000000+0.00000000000000j)	 (-95.40960300429185+15348.87956008583751j)	 (-465.90434549356223+74950.48216201717150j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080300000000+0.00000000000000j)	 (-95.52856759656653+15348.60260193133036j)	 (-466.48527360515021+74949.12989538627153j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080400000000+0.00000000000000j)	 (-95.64753218884121+15348.32564377682320j)	 (-467.06620171673819+74947.77762875537155j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080500000000+0.00000000000000j)	 (-95.76649678111589+15348.04868562231786j)	 (-467.64712982832617+74946.42536212445702j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080600000000+0.00000000000000j)	 (-95.88546137339057+15347.77172746781071j)	 (-468.22805793991415+74945.07309549355705j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080700000000+0.00000000000000j)	 (-96.00442596566525+15347.49476931330537j)	 (-468.80898605150219+74943.72082886265707j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080800000000+0.00000000000000j)	 (-96.12339055793993+15347.21781115879821j)	 (-469.38991416309017+74942.36856223175710j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00080900000000+0.00000000000000j)	 (-96.24235515021459+15346.94085300429106j)	 (-469.97084227467809+74941.01629560085712j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081000000000+0.00000000000000j)	 (-96.36131974248929+15346.66389484978572j)	 (-470.55177038626607+74939.66402896995714j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081100000000+0.00000000000000j)	 (-96.48028433476397+15346.38693669527856j)	 (-471.13269849785411+74938.31176233905717j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081200000000+0.00000000000000j)	 (-96.59924892703864+15346.10997854077323j)	 (-471.71362660944209+74936.95949570815719j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081300000000+0.00000000000000j)	 (-96.71821351931331+15345.83302038626607j)	 (-472.29455472103001+74935.60722907725722j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081400000000+0.00000000000000j)	 (-96.83717811158799+15345.55606223175892j)	 (-472.87548283261799+74934.25496244635724j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081500000000+0.00000000000000j)	 (-96.95614270386267+15345.27910407725358j)	 (-473.45641094420603+74932.90269581545726j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081600000000+0.00000000000000j)	 (-97.07510729613735+15345.00214592274642j)	 (-474.03733905579401+74931.55042918454274j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081700000000+0.00000000000000j)	 (-97.19407188841203+15344.72518776824108j)	 (-474.61826716738193+74930.19816255364276j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081800000000+0.00000000000000j)	 (-97.31303648068670+15344.44822961373393j)	 (-475.19919527896997+74928.84589592274278j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00081900000000+0.00000000000000j)	 (-97.43200107296138+15344.17127145922677j)	 (-475.78012339055795+74927.49362929184281j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082000000000+0.00000000000000j)	 (-97.55096566523606+15343.89431330472144j)	 (-476.36105150214593+74926.14136266094283j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082100000000+0.00000000000000j)	 (-97.66993025751074+15343.61735515021428j)	 (-476.94197961373391+74924.78909603004286j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082200000000+0.00000000000000j)	 (-97.78889484978541+15343.34039699570894j)	 (-477.52290772532189+74923.43682939914288j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082300000000+0.00000000000000j)	 (-97.90785944206010+15343.06343884120179j)	 (-478.10383583690987+74922.08456276824290j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082400000000+0.00000000000000j)	 (-98.02682403433478+15342.78648068669463j)	 (-478.68476394849785+74920.73229613734293j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082500000000+0.00000000000000j)	 (-98.14578862660946+15342.50952253218929j)	 (-479.26569206008588+74919.38002950644295j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082600000000+0.00000000000000j)	 (-98.26475321888412+15342.23256437768214j)	 (-479.84662017167381+74918.02776287554298j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082700000000+0.00000000000000j)	 (-98.38371781115880+15341.95560622317680j)	 (-480.42754828326179+74916.67549624462845j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082800000000+0.00000000000000j)	 (-98.50268240343348+15341.67864806866964j)	 (-481.00847639484977+74915.32322961372847j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00082900000000+0.00000000000000j)	 (-98.62164699570816+15341.40168991416249j)	 (-481.58940450643780+74913.97096298282850j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083000000000+0.00000000000000j)	 (-98.74061158798285+15341.12473175965715j)	 (-482.17033261802578+74912.61869635192852j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083100000000+0.00000000000000j)	 (-98.85957618025752+15340.84777360515000j)	 (-482.75126072961370+74911.26642972102854j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083200000000+0.00000000000000j)	 (-98.97854077253220+15340.57081545064466j)	 (-483.33218884120168+74909.91416309012857j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083300000000+0.00000000000000j)	 (-99.09750536480688+15340.29385729613750j)	 (-483.91311695278972+74908.56189645922859j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083400000000+0.00000000000000j)	 (-99.21646995708156+15340.01689914163035j)	 (-484.49404506437770+74907.20962982832862j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083500000000+0.00000000000000j)	 (-99.33543454935622+15339.73994098712501j)	 (-485.07497317596562+74905.85736319742864j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083600000000+0.00000000000000j)	 (-99.45439914163090+15339.46298283261785j)	 (-485.65590128755366+74904.50509656652866j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083700000000+0.00000000000000j)	 (-99.57336373390559+15339.18602467811070j)	 (-486.23682939914164+74903.15282993562869j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083800000000+0.00000000000000j)	 (-99.69232832618027+15338.90906652360536j)	 (-486.81775751072962+74901.80056330471416j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00083900000000+0.00000000000000j)	 (-99.81129291845495+15338.63210836909821j)	 (-487.39868562231760+74900.44829667381418j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084000000000+0.00000000000000j)	 (-99.93025751072962+15338.35515021459287j)	 (-487.97961373390558+74899.09603004291421j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084100000000+0.00000000000000j)	 (-100.04922210300430+15338.07819206008571j)	 (-488.56054184549356+74897.74376341201423j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084200000000+0.00000000000000j)	 (-100.16818669527898+15337.80123390557856j)	 (-489.14146995708154+74896.39149678111426j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084300000000+0.00000000000000j)	 (-100.28715128755367+15337.52427575107322j)	 (-489.72239806866958+74895.03923015021428j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084400000000+0.00000000000000j)	 (-100.40611587982833+15337.24731759656606j)	 (-490.30332618025750+74893.68696351931430j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084500000000+0.00000000000000j)	 (-100.52508047210301+15336.97035944206073j)	 (-490.88425429184548+74892.33469688841433j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084600000000+0.00000000000000j)	 (-100.64404506437769+15336.69340128755357j)	 (-491.46518240343346+74890.98243025751435j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084700000000+0.00000000000000j)	 (-100.76300965665237+15336.41644313304641j)	 (-492.04611051502150+74889.63016362661438j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084800000000+0.00000000000000j)	 (-100.88197424892705+15336.13948497854108j)	 (-492.62703862660948+74888.27789699571440j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00084900000000+0.00000000000000j)	 (-101.00093884120172+15335.86252682403392j)	 (-493.20796673819740+74886.92563036479987j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085000000000+0.00000000000000j)	 (-101.11990343347641+15335.58556866952858j)	 (-493.78889484978538+74885.57336373389990j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085100000000+0.00000000000000j)	 (-101.23886802575109+15335.30861051502143j)	 (-494.36982296137342+74884.22109710299992j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085200000000+0.00000000000000j)	 (-101.35783261802577+15335.03165236051427j)	 (-494.95075107296140+74882.86883047209994j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085300000000+0.00000000000000j)	 (-101.47679721030043+15334.75469420600893j)	 (-495.53167918454932+74881.51656384119997j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085400000000+0.00000000000000j)	 (-101.59576180257511+15334.47773605150178j)	 (-496.11260729613730+74880.16429721029999j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085500000000+0.00000000000000j)	 (-101.71472639484979+15334.20077789699644j)	 (-496.69353540772534+74878.81203057940002j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085600000000+0.00000000000000j)	 (-101.83369098712448+15333.92381974248929j)	 (-497.27446351931331+74877.45976394850004j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085700000000+0.00000000000000j)	 (-101.95265557939916+15333.64686158798213j)	 (-497.85539163090129+74876.10749731760006j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085800000000+0.00000000000000j)	 (-102.07162017167383+15333.36990343347679j)	 (-498.43631974248927+74874.75523068670009j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00085900000000+0.00000000000000j)	 (-102.19058476394851+15333.09294527896964j)	 (-499.01724785407725+74873.40296405580011j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086000000000+0.00000000000000j)	 (-102.30954935622319+15332.81598712446430j)	 (-499.59817596566523+74872.05069742488558j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086100000000+0.00000000000000j)	 (-102.42851394849787+15332.53902896995714j)	 (-500.17910407725321+74870.69843079398561j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086200000000+0.00000000000000j)	 (-102.54747854077253+15332.26207081544999j)	 (-500.76003218884119+74869.34616416308563j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086300000000+0.00000000000000j)	 (-102.66644313304722+15331.98511266094465j)	 (-501.34096030042917+74867.99389753218566j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086400000000+0.00000000000000j)	 (-102.78540772532190+15331.70815450643750j)	 (-501.92188841201715+74866.64163090128568j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086500000000+0.00000000000000j)	 (-102.90437231759658+15331.43119635193216j)	 (-502.50281652360519+74865.28936427038570j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086600000000+0.00000000000000j)	 (-103.02333690987125+15331.15423819742500j)	 (-503.08374463519311+74863.93709763948573j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086700000000+0.00000000000000j)	 (-103.14230150214593+15330.87728004291785j)	 (-503.66467274678109+74862.58483100858575j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086800000000+0.00000000000000j)	 (-103.26126609442061+15330.60032188841251j)	 (-504.24560085836907+74861.23256437768578j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00086900000000+0.00000000000000j)	 (-103.38023068669528+15330.32336373390535j)	 (-504.82652896995711+74859.88029774678580j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087000000000+0.00000000000000j)	 (-103.49919527896998+15330.04640557940002j)	 (-505.40745708154509+74858.52803111588582j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087100000000+0.00000000000000j)	 (-103.61815987124464+15329.76944742489286j)	 (-505.98838519313301+74857.17576448497130j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087200000000+0.00000000000000j)	 (-103.73712446351932+15329.49248927038570j)	 (-506.56931330472099+74855.82349785407132j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087300000000+0.00000000000000j)	 (-103.85608905579400+15329.21553111588037j)	 (-507.15024141630903+74854.47123122317134j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087400000000+0.00000000000000j)	 (-103.97505364806868+15328.93857296137321j)	 (-507.73116952789701+74853.11896459227137j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087500000000+0.00000000000000j)	 (-104.09401824034335+15328.66161480686787j)	 (-508.31209763948493+74851.76669796137139j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087600000000+0.00000000000000j)	 (-104.21298283261804+15328.38465665236072j)	 (-508.89302575107297+74850.41443133047142j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087700000000+0.00000000000000j)	 (-104.33194742489272+15328.10769849785356j)	 (-509.47395386266095+74849.06216469957144j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087800000000+0.00000000000000j)	 (-104.45091201716740+15327.83074034334822j)	 (-510.05488197424893+74847.70989806867146j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00087900000000+0.00000000000000j)	 (-104.56987660944208+15327.55378218884107j)	 (-510.63581008583691+74846.35763143777149j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088000000000+0.00000000000000j)	 (-104.68884120171674+15327.27682403433391j)	 (-511.21673819742489+74845.00536480687151j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088100000000+0.00000000000000j)	 (-104.80780579399142+15326.99986587982858j)	 (-511.79766630901287+74843.65309817597154j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088200000000+0.00000000000000j)	 (-104.92677038626610+15326.72290772532142j)	 (-512.37859442060085+74842.30083154505701j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088300000000+0.00000000000000j)	 (-105.04573497854079+15326.44594957081608j)	 (-512.95952253218888+74840.94856491415703j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088400000000+0.00000000000000j)	 (-105.16469957081546+15326.16899141630893j)	 (-513.54045064377681+74839.59629828325706j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088500000000+0.00000000000000j)	 (-105.28366416309014+15325.89203326180177j)	 (-514.12137875536484+74838.24403165235708j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088600000000+0.00000000000000j)	 (-105.40262875536482+15325.61507510729643j)	 (-514.70230686695277+74836.89176502145710j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088700000000+0.00000000000000j)	 (-105.52159334763950+15325.33811695278928j)	 (-515.28323497854080+74835.53949839055713j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088800000000+0.00000000000000j)	 (-105.64055793991417+15325.06115879828394j)	 (-515.86416309012873+74834.18723175965715j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00088900000000+0.00000000000000j)	 (-105.75952253218885+15324.78420064377679j)	 (-516.44509120171676+74832.83496512875718j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089000000000+0.00000000000000j)	 (-105.87848712446353+15324.50724248926963j)	 (-517.02601931330469+74831.48269849785720j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089100000000+0.00000000000000j)	 (-105.99745171673821+15324.23028433476429j)	 (-517.60694742489272+74830.13043186695722j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089200000000+0.00000000000000j)	 (-106.11641630901289+15323.95332618025714j)	 (-518.18787553648076+74828.77816523605725j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089300000000+0.00000000000000j)	 (-106.23538090128756+15323.67636802575180j)	 (-518.76880364806868+74827.42589860515727j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089400000000+0.00000000000000j)	 (-106.35434549356223+15323.39940987124464j)	 (-519.34973175965661+74826.07363197424274j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089500000000+0.00000000000000j)	 (-106.47331008583691+15323.12245171673749j)	 (-519.93065987124464+74824.72136534334277j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089600000000+0.00000000000000j)	 (-106.59227467811161+15322.84549356223215j)	 (-520.51158798283268+74823.36909871244279j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089700000000+0.00000000000000j)	 (-106.71123927038629+15322.56853540772499j)	 (-521.09251609442060+74822.01683208154282j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089800000000+0.00000000000000j)	 (-106.83020386266095+15322.29157725321966j)	 (-521.67344420600853+74820.66456545064284j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00089900000000+0.00000000000000j)	 (-106.94916845493563+15322.01461909871250j)	 (-522.25437231759656+74819.31229881974286j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090000000000+0.00000000000000j)	 (-107.06813304721031+15321.73766094420535j)	 (-522.83530042918460+74817.96003218884289j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090100000000+0.00000000000000j)	 (-107.18709763948499+15321.46070278970001j)	 (-523.41622854077252+74816.60776555794291j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090200000000+0.00000000000000j)	 (-107.30606223175967+15321.18374463519285j)	 (-523.99715665236045+74815.25549892704294j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090300000000+0.00000000000000j)	 (-107.42502682403435+15320.90678648068751j)	 (-524.57808476394848+74813.90323229614296j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090400000000+0.00000000000000j)	 (-107.54399141630903+15320.62982832618036j)	 (-525.15901287553652+74812.55096566524298j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090500000000+0.00000000000000j)	 (-107.66295600858371+15320.35287017167320j)	 (-525.73994098712444+74811.19869903432846j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090600000000+0.00000000000000j)	 (-107.78192060085838+15320.07591201716787j)	 (-526.32086909871248+74809.84643240342848j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090700000000+0.00000000000000j)	 (-107.90088519313305+15319.79895386266071j)	 (-526.90179721030040+74808.49416577252850j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090800000000+0.00000000000000j)	 (-108.01984978540773+15319.52199570815537j)	 (-527.48272532188844+74807.14189914162853j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00090900000000+0.00000000000000j)	 (-108.13881437768242+15319.24503755364822j)	 (-528.06365343347636+74805.78963251072855j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00091000000000+0.00000000000000j)	 (-108.25777896995710+15318.96807939914106j)	 (-528.64458154506440+74804.43736587982858j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00091100000000+0.00000000000000j)	 (-108.37674356223177+15318.69112124463572j)	 (-529.22550965665232+74803.08509924892860j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00091200000000+0.00000000000000j)	 (-108.49570815450645+15318.41416309012857j)	 (-529.80643776824036+74801.73283261802862j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.00091300000000+0.00000000000000j)	 (-108.61467274678112+15318.13720493562141j)	 (-530.38736587982828+74800.38056598712865j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
