# Frequency [GHz]	 	DipolX [Ohm/m]	  	DipolY [Ohm/m]	 	QuadX [Ohm/m]	 	QuadY [Ohm/m]
 (0.25500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.25900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.26900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.27900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.28900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.29900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.30900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.31900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.32900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.33900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.34900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.35900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.36900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.37900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38100000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38200000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38300000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38400000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38500000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38600000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38700000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38800000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.38900000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
 (0.39000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+4478304.97619393002242j)	 (0.00000000000000+0.00000000000000j)	 (0.00000000000000+0.00000000000000j)
